utilization.type,year,state,quarter,gennme,prodnme,strngth,mstfmds,suppression,totalRX
FFSU,2016,IN,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,F,16
MCOU,2016,IN,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,F,74
MCOU,2016,IN,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,882
FFSU,2016,IN,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,222
MCOU,2016,IN,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,F,131
FFSU,2016,IN,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,15
MCOU,2016,IN,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,1728
FFSU,2016,IN,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2016,IN,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2016,IN,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2016,IN,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,543
FFSU,2016,IN,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,36
FFSU,2016,IN,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2016,IN,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,514
MCOU,2016,IN,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2016,IN,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,13738
FFSU,2016,IN,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,288
FFSU,2016,IN,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2016,IN,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,199
MCOU,2016,IN,4,Buprenorphine/Naloxone,ZUBSOLV,11.4 MG-2.9 MG,Tablet,T,0
MCOU,2016,IN,4,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,T,0
MCOU,2016,IN,4,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,F,29
MCOU,2016,IN,4,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,510
FFSU,2016,IN,4,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,T,0
MCOU,2016,IN,4,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,F,27
FFSU,2016,IN,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2016,IN,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",F,38
MCOU,2016,IN,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,141
FFSU,2016,IN,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,13
MCOU,2016,IN,4,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,130
FFSU,2016,IN,4,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,19
FFSU,2016,IN,4,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2016,IN,4,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",F,33
MCOU,2016,IN,4,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",F,93
MCOU,2016,IN,4,Buprenorphine/Naloxone,BUNAVAIL,2.1 MG-0.3 MG,Film,F,33
MCOU,2016,IN,4,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,T,0
MCOU,2016,IN,4,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,F,121
MCOU,2016,IN,4,Buprenorphine/Naloxone,BUNAVAIL,6.3 MG-1 MG,Film,F,22
MCOU,2016,IN,4,Buprenorphine,BELBUCA,75 MCG,Film,F,12
MCOU,2016,IN,4,Buprenorphine,BELBUCA,150 MCG,Film,F,23
FFSU,2016,IN,4,Buprenorphine,BELBUCA,300 MCG,Film,T,0
MCOU,2016,IN,4,Buprenorphine,BELBUCA,300 MCG,Film,F,22
MCOU,2016,IN,4,Buprenorphine,BELBUCA,450 MCG,Film,F,15
FFSU,2016,IN,4,Buprenorphine,BELBUCA,600 MCG,Film,T,0
MCOU,2016,IN,4,Buprenorphine,BELBUCA,600 MCG,Film,T,0
MCOU,2016,IN,4,Buprenorphine,BELBUCA,750 MCG,Film,T,0
MCOU,2016,IN,4,Buprenorphine,BELBUCA,900 MCG,Film,T,0
MCOU,2016,IN,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2017,IN,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,F,134
FFSU,2017,IN,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2017,IN,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,1485
FFSU,2017,IN,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,23
FFSU,2017,IN,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2017,IN,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,F,130
MCOU,2017,IN,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,2478
FFSU,2017,IN,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2017,IN,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2017,IN,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2017,IN,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2017,IN,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,654
FFSU,2017,IN,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
MCOU,2017,IN,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,478
FFSU,2017,IN,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2017,IN,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2017,IN,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,16737
FFSU,2017,IN,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,89
MCOU,2017,IN,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,296
MCOU,2017,IN,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2017,IN,1,Buprenorphine/Naloxone,ZUBSOLV,11.4 MG-2.9 MG,Tablet,F,20
MCOU,2017,IN,1,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,F,32
MCOU,2017,IN,1,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,T,0
MCOU,2017,IN,1,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,559
FFSU,2017,IN,1,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,T,0
MCOU,2017,IN,1,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,F,91
MCOU,2017,IN,1,Buprenorphine,PROBUPHINE,74.2 MG,Implant,T,0
FFSU,2017,IN,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",F,40
FFSU,2017,IN,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,108
FFSU,2017,IN,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,17
MCOU,2017,IN,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,146
FFSU,2017,IN,1,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,1,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",F,22
FFSU,2017,IN,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",F,84
MCOU,2017,IN,1,Buprenorphine/Naloxone,BUNAVAIL,2.1 MG-0.3 MG,Film,F,20
MCOU,2017,IN,1,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,F,115
MCOU,2017,IN,1,Buprenorphine/Naloxone,BUNAVAIL,6.3 MG-1 MG,Film,F,31
MCOU,2017,IN,1,Buprenorphine,BELBUCA,75 MCG,Film,T,0
MCOU,2017,IN,1,Buprenorphine,BELBUCA,150 MCG,Film,F,19
MCOU,2017,IN,1,Buprenorphine,BELBUCA,300 MCG,Film,T,0
MCOU,2017,IN,1,Buprenorphine,BELBUCA,450 MCG,Film,F,19
FFSU,2017,IN,1,Buprenorphine,BELBUCA,600 MCG,Film,T,0
MCOU,2017,IN,1,Buprenorphine,BELBUCA,600 MCG,Film,T,0
FFSU,2017,IN,1,Buprenorphine,BELBUCA,750 MCG,Film,T,0
MCOU,2017,IN,1,Buprenorphine,BELBUCA,750 MCG,Film,T,0
MCOU,2017,IN,1,Buprenorphine,BELBUCA,900 MCG,Film,T,0
FFSU,2017,IN,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2017,IN,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,F,280
MCOU,2017,IN,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,1980
FFSU,2017,IN,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,15
MCOU,2017,IN,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,F,188
FFSU,2017,IN,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2017,IN,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,3379
MCOU,2017,IN,2,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,2,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2017,IN,2,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,2,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,2,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2017,IN,2,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2017,IN,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2017,IN,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2017,IN,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
MCOU,2017,IN,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,626
FFSU,2017,IN,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2017,IN,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,528
MCOU,2017,IN,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2017,IN,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,19101
FFSU,2017,IN,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,141
MCOU,2017,IN,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,566
FFSU,2017,IN,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2017,IN,2,Buprenorphine Hydrochloride,SUBUTEX,2 MG,Tablet,T,0
MCOU,2017,IN,2,Buprenorphine/Naloxone,ZUBSOLV,11.4 MG-2.9 MG,Tablet,F,20
MCOU,2017,IN,2,Buprenorphine/Naloxone,ZUBSOLV,0.7 MG-0.18 MG,Tablet,T,0
MCOU,2017,IN,2,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,F,41
MCOU,2017,IN,2,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,F,40
MCOU,2017,IN,2,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,677
FFSU,2017,IN,2,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,T,0
FFSU,2017,IN,2,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,T,0
MCOU,2017,IN,2,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,F,77
FFSU,2017,IN,2,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,2,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",F,26
FFSU,2017,IN,2,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,2,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,111
MCOU,2017,IN,2,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,114
FFSU,2017,IN,2,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,23
FFSU,2017,IN,2,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,2,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",F,23
FFSU,2017,IN,2,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,2,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",F,60
MCOU,2017,IN,2,Buprenorphine/Naloxone,BUNAVAIL,2.1 MG-0.3 MG,Film,F,32
MCOU,2017,IN,2,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,T,0
MCOU,2017,IN,2,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,F,94
MCOU,2017,IN,2,Buprenorphine/Naloxone,BUNAVAIL,6.3 MG-1 MG,Film,F,33
MCOU,2017,IN,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2017,IN,2,Buprenorphine,BELBUCA,75 MCG,Film,F,32
MCOU,2017,IN,2,Buprenorphine,BELBUCA,150 MCG,Film,F,37
FFSU,2017,IN,2,Buprenorphine,BELBUCA,300 MCG,Film,T,0
MCOU,2017,IN,2,Buprenorphine,BELBUCA,300 MCG,Film,F,22
FFSU,2017,IN,2,Buprenorphine,BELBUCA,450 MCG,Film,T,0
MCOU,2017,IN,2,Buprenorphine,BELBUCA,450 MCG,Film,F,20
FFSU,2017,IN,2,Buprenorphine,BELBUCA,600 MCG,Film,T,0
MCOU,2017,IN,2,Buprenorphine,BELBUCA,600 MCG,Film,T,0
FFSU,2017,IN,2,Buprenorphine,BELBUCA,750 MCG,Film,T,0
MCOU,2017,IN,2,Buprenorphine,BELBUCA,750 MCG,Film,F,13
MCOU,2017,IN,2,Buprenorphine,BELBUCA,900 MCG,Film,T,0
FFSU,2017,IN,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2017,IN,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,F,295
FFSU,2017,IN,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2017,IN,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,2358
MCOU,2017,IN,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,F,173
MCOU,2017,IN,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,4980
FFSU,2017,IN,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2017,IN,3,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2017,IN,3,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,3,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",F,37
MCOU,2017,IN,3,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2017,IN,3,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2017,IN,3,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,3,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",F,33
MCOU,2017,IN,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,627
FFSU,2017,IN,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2017,IN,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,447
MCOU,2017,IN,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
MCOU,2017,IN,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,22351
FFSU,2017,IN,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,193
FFSU,2017,IN,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2017,IN,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,704
MCOU,2017,IN,3,Buprenorphine Hydrochloride,SUBUTEX,2 MG,Tablet,T,0
MCOU,2017,IN,3,Buprenorphine,BUPRENORPHINE,7.5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,3,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,3,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE AVPAK,2 MG-0.5 MG,Tablet,T,0
MCOU,2017,IN,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2017,IN,3,Buprenorphine/Naloxone,ZUBSOLV,11.4 MG-2.9 MG,Tablet,T,0
MCOU,2017,IN,3,Buprenorphine/Naloxone,ZUBSOLV,0.7 MG-0.18 MG,Tablet,T,0
MCOU,2017,IN,3,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,F,42
MCOU,2017,IN,3,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,F,24
MCOU,2017,IN,3,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,614
FFSU,2017,IN,3,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,T,0
MCOU,2017,IN,3,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,F,87
MCOU,2017,IN,3,Buprenorphine,PROBUPHINE,74.2 MG,Implant,T,0
MCOU,2017,IN,3,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",F,14
FFSU,2017,IN,3,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,3,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,51
FFSU,2017,IN,3,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,15
FFSU,2017,IN,3,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,3,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",F,85
FFSU,2017,IN,3,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,3,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",F,20
FFSU,2017,IN,3,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,3,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",F,60
MCOU,2017,IN,3,Buprenorphine/Naloxone,BUNAVAIL,2.1 MG-0.3 MG,Film,F,34
MCOU,2017,IN,3,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,F,74
MCOU,2017,IN,3,Buprenorphine/Naloxone,BUNAVAIL,6.3 MG-1 MG,Film,T,0
FFSU,2017,IN,3,Buprenorphine,BELBUCA,75 MCG,Film,T,0
MCOU,2017,IN,3,Buprenorphine,BELBUCA,300 MCG,Film,T,0
MCOU,2017,IN,3,Buprenorphine,BELBUCA,450 MCG,Film,T,0
MCOU,2017,IN,3,Buprenorphine,BELBUCA,600 MCG,Film,T,0
MCOU,2017,IN,3,Buprenorphine,BELBUCA,900 MCG,Film,T,0
MCOU,2017,IN,3,Buprenorphine,BELBUCA,75 MCG,Film,F,38
FFSU,2017,IN,3,Buprenorphine,BELBUCA,150 MCG,Film,T,0
MCOU,2017,IN,3,Buprenorphine,BELBUCA,150 MCG,Film,F,48
FFSU,2017,IN,3,Buprenorphine,BELBUCA,300 MCG,Film,T,0
MCOU,2017,IN,3,Buprenorphine,BELBUCA,300 MCG,Film,F,42
FFSU,2017,IN,3,Buprenorphine,BELBUCA,450 MCG,Film,T,0
MCOU,2017,IN,3,Buprenorphine,BELBUCA,450 MCG,Film,F,20
FFSU,2017,IN,3,Buprenorphine,BELBUCA,600 MCG,Film,T,0
MCOU,2017,IN,3,Buprenorphine,BELBUCA,600 MCG,Film,F,24
FFSU,2017,IN,3,Buprenorphine,BELBUCA,750 MCG,Film,T,0
MCOU,2017,IN,3,Buprenorphine,BELBUCA,750 MCG,Film,F,13
MCOU,2017,IN,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,F,316
FFSU,2017,IN,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,15
MCOU,2017,IN,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,F,2519
MCOU,2017,IN,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,F,309
MCOU,2017,IN,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,10723
FFSU,2017,IN,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,17
MCOU,2017,IN,4,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,4,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",F,43
MCOU,2017,IN,4,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2017,IN,4,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,4,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",F,32
MCOU,2017,IN,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2017,IN,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2017,IN,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2017,IN,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
MCOU,2017,IN,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,620
FFSU,2017,IN,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2017,IN,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,T,0
MCOU,2017,IN,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,F,458
MCOU,2017,IN,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,T,0
FFSU,2017,IN,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,183
MCOU,2017,IN,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,F,20832
FFSU,2017,IN,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,T,0
MCOU,2017,IN,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,F,716
MCOU,2017,IN,4,Buprenorphine Hydrochloride,SUBUTEX,2 MG,Tablet,T,0
MCOU,2017,IN,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2017,IN,4,Buprenorphine,BUPRENORPHINE,7.5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2017,IN,4,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2017,IN,4,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2017,IN,4,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",F,21
MCOU,2017,IN,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE AVPAK,2 MG-0.5 MG,Tablet,T,0
MCOU,2017,IN,4,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,F,43
MCOU,2017,IN,4,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,F,18
MCOU,2017,IN,4,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,F,516
MCOU,2017,IN,4,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,F,67
MCOU,2017,IN,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2017,IN,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,14
MCOU,2017,IN,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",F,47
