state,year,quarter,gennme_c,prodnme,strngth,mstfmds,suppression_used,total_prescriptions
fl,2018,4,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2018,4,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",FALSE,56
fl,2018,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",FALSE,28
fl,2018,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2018,4,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2018,4,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",TRUE,0
fl,2018,4,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",FALSE,20
fl,2018,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
fl,2018,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,FALSE,46
fl,2018,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
fl,2018,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,2130
fl,2018,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,TRUE,0
fl,2018,4,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,TRUE,0
fl,2018,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,TRUE,0
fl,2018,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,FALSE,22
fl,2018,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,FALSE,670
fl,2018,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,TRUE,0
fl,2018,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,FALSE,27
fl,2018,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,142
fl,2018,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,TRUE,0
fl,2018,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,FALSE,91
fl,2018,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,TRUE,0
fl,2018,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,6421
fl,2018,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
fl,2018,4,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,TRUE,0
fl,2018,4,Buprenorphine/Naloxone,ZUBSOLV,11.4 MG-2.9 MG,Tablet,TRUE,0
fl,2018,4,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,TRUE,0
fl,2018,4,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,FALSE,88
fl,2018,4,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,TRUE,0
fl,2018,4,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,FALSE,49
fl,2019,1,Buprenorphine,BELBUCA,150 MCG,Film,FALSE,31
fl,2019,1,Buprenorphine,BELBUCA,300 MCG,Film,FALSE,80
fl,2019,1,Buprenorphine,BELBUCA,300 MCG,Film,TRUE,0
fl,2019,1,Buprenorphine,BELBUCA,450 MCG,Film,FALSE,42
fl,2019,1,Buprenorphine,BELBUCA,600 MCG,Film,TRUE,0
fl,2019,1,Buprenorphine,BELBUCA,75 MCG,Film,TRUE,0
fl,2019,1,Buprenorphine,BELBUCA,750 MCG,Film,TRUE,0
fl,2019,1,Buprenorphine,BELBUCA,900 MCG,Film,FALSE,21
fl,2019,1,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",FALSE,28
fl,2019,1,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,1,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",FALSE,41
fl,2019,1,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",FALSE,12
fl,2019,1,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,1,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,1,Buprenorphine,BUPRENORPHINE,7.5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",FALSE,38
fl,2019,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",FALSE,34
fl,2019,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",FALSE,39
fl,2019,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,1,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,1,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",TRUE,0
fl,2019,1,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",FALSE,16
fl,2019,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
fl,2019,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,FALSE,58
fl,2019,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
fl,2019,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,2545
fl,2019,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,BUNAVAIL,6.3 MG-1 MG,Film,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,FALSE,13
fl,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,FALSE,23
fl,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,FALSE,655
fl,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,FALSE,903
fl,2019,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,FALSE,25
fl,2019,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,112
fl,2019,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,FALSE,98
fl,2019,1,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,5708
fl,2019,1,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,ZUBSOLV,11.4 MG-2.9 MG,Tablet,FALSE,19
fl,2019,1,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,TRUE,0
fl,2019,1,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,FALSE,113
fl,2019,1,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,FALSE,40
fl,2019,2,Buprenorphine,BELBUCA,150 MCG,Film,FALSE,26
fl,2019,2,Buprenorphine,BELBUCA,300 MCG,Film,FALSE,65
fl,2019,2,Buprenorphine,BELBUCA,450 MCG,Film,FALSE,43
fl,2019,2,Buprenorphine,BELBUCA,600 MCG,Film,FALSE,30
fl,2019,2,Buprenorphine,BELBUCA,75 MCG,Film,TRUE,0
fl,2019,2,Buprenorphine,BELBUCA,750 MCG,Film,TRUE,0
fl,2019,2,Buprenorphine,BELBUCA,900 MCG,Film,FALSE,21
fl,2019,2,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",FALSE,20
fl,2019,2,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,2,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",FALSE,15
fl,2019,2,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,2,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",FALSE,19
fl,2019,2,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,2,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",FALSE,14
fl,2019,2,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,2,Buprenorphine,BUPRENORPHINE,7.5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,2,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",FALSE,41
fl,2019,2,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,2,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",FALSE,25
fl,2019,2,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",FALSE,38
fl,2019,2,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,2,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,2,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",TRUE,0
fl,2019,2,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",FALSE,20
fl,2019,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
fl,2019,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,FALSE,85
fl,2019,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
fl,2019,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,2811
fl,2019,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,BUNAVAIL,4.2 MG-0.7 MG,Film,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,FALSE,37
fl,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,FALSE,13
fl,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,FALSE,28
fl,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,FALSE,2085
fl,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,FALSE,1059
fl,2019,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,FALSE,19
fl,2019,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,81
fl,2019,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,FALSE,86
fl,2019,2,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,4473
fl,2019,2,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,ZUBSOLV,0.7 MG-0.18 MG,Tablet,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,FALSE,17
fl,2019,2,Buprenorphine/Naloxone,ZUBSOLV,11.4 MG-2.9 MG,Tablet,FALSE,28
fl,2019,2,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,FALSE,155
fl,2019,2,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,TRUE,0
fl,2019,2,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,FALSE,61
fl,2019,3,Buprenorphine,BELBUCA,150 MCG,Film,FALSE,34
fl,2019,3,Buprenorphine,BELBUCA,150 MCG,Film,TRUE,0
fl,2019,3,Buprenorphine,BELBUCA,300 MCG,Film,FALSE,81
fl,2019,3,Buprenorphine,BELBUCA,450 MCG,Film,FALSE,73
fl,2019,3,Buprenorphine,BELBUCA,600 MCG,Film,FALSE,50
fl,2019,3,Buprenorphine,BELBUCA,75 MCG,Film,FALSE,23
fl,2019,3,Buprenorphine,BELBUCA,750 MCG,Film,TRUE,0
fl,2019,3,Buprenorphine,BELBUCA,900 MCG,Film,FALSE,15
fl,2019,3,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",FALSE,19
fl,2019,3,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,3,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,3,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",FALSE,19
fl,2019,3,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,3,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,3,Buprenorphine,BUPRENORPHINE,7.5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,3,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",FALSE,43
fl,2019,3,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,3,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",FALSE,21
fl,2019,3,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",FALSE,21
fl,2019,3,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",FALSE,22
fl,2019,3,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,3,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",TRUE,0
fl,2019,3,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",FALSE,15
fl,2019,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
fl,2019,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,FALSE,109
fl,2019,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
fl,2019,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,2748
fl,2019,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,FALSE,46
fl,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,FALSE,23
fl,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,FALSE,41
fl,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,FALSE,1967
fl,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,FALSE,1215
fl,2019,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,FALSE,23
fl,2019,3,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,76
fl,2019,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,FALSE,75
fl,2019,3,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,4591
fl,2019,3,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,ZUBSOLV,0.7 MG-0.18 MG,Tablet,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,FALSE,16
fl,2019,3,Buprenorphine/Naloxone,ZUBSOLV,11.4 MG-2.9 MG,Tablet,FALSE,25
fl,2019,3,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,FALSE,143
fl,2019,3,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,TRUE,0
fl,2019,3,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,FALSE,70
fl,2019,4,Buprenorphine,BELBUCA,150 MCG,Film,FALSE,46
fl,2019,4,Buprenorphine,BELBUCA,150 MCG,Film,TRUE,0
fl,2019,4,Buprenorphine,BELBUCA,300 MCG,Film,FALSE,103
fl,2019,4,Buprenorphine,BELBUCA,450 MCG,Film,FALSE,58
fl,2019,4,Buprenorphine,BELBUCA,600 MCG,Film,FALSE,41
fl,2019,4,Buprenorphine,BELBUCA,75 MCG,Film,FALSE,17
fl,2019,4,Buprenorphine,BELBUCA,750 MCG,Film,TRUE,0
fl,2019,4,Buprenorphine,BELBUCA,900 MCG,Film,FALSE,12
fl,2019,4,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",FALSE,25
fl,2019,4,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,4,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,4,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",FALSE,15
fl,2019,4,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,4,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",FALSE,12
fl,2019,4,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,4,Buprenorphine,BUPRENORPHINE,7.5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",FALSE,42
fl,2019,4,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,4,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",FALSE,20
fl,2019,4,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",FALSE,18
fl,2019,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",FALSE,18
fl,2019,4,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,4,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",TRUE,0
fl,2019,4,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",TRUE,0
fl,2019,4,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",FALSE,14
fl,2019,4,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",TRUE,0
fl,2019,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,TRUE,0
fl,2019,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,FALSE,120
fl,2019,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,TRUE,0
fl,2019,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,FALSE,2716
fl,2019,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,TRUE,0
fl,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,FALSE,13
fl,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,TRUE,0
fl,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,FALSE,45
fl,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,TRUE,0
fl,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,TRUE,0
fl,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,FALSE,35
fl,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,TRUE,0
fl,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,FALSE,2125
fl,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,FALSE,1424
fl,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,TRUE,0
fl,2019,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE AVPAK,8 MG-2 MG,Tablet,TRUE,0
fl,2019,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,FALSE,17
fl,2019,4,Buprenorphine/Naloxone,SUBOXONE,12 MG-3 MG,Film,TRUE,0
fl,2019,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,FALSE,87
fl,2019,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,TRUE,0
fl,2019,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,FALSE,94
fl,2019,4,Buprenorphine/Naloxone,SUBOXONE,4 MG-1 MG,Film,TRUE,0
fl,2019,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,FALSE,4360
fl,2019,4,Buprenorphine/Naloxone,SUBOXONE,8 MG-2 MG,Film,TRUE,0
fl,2019,4,Buprenorphine/Naloxone,ZUBSOLV,1.4 MG-0.36 MG,Tablet,FALSE,17
fl,2019,4,Buprenorphine/Naloxone,ZUBSOLV,11.4 MG-2.9 MG,Tablet,FALSE,19
fl,2019,4,Buprenorphine/Naloxone,ZUBSOLV,2.9 MG-0.71 MG,Tablet,TRUE,0
fl,2019,4,Buprenorphine/Naloxone,ZUBSOLV,5.7 MG-1.4 MG,Tablet,FALSE,121
fl,2019,4,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,FALSE,75
fl,2019,4,Buprenorphine/Naloxone,ZUBSOLV,8.6 MG-2.1 MG,Tablet,TRUE,0
fl,2020,1,Buprenorphine,BELBUCA,150 MCG,Film,NA,52
fl,2020,1,Buprenorphine,BELBUCA,300 MCG,Film,NA,86
fl,2020,1,Buprenorphine,BELBUCA,450 MCG,Film,NA,66
fl,2020,1,Buprenorphine,BELBUCA,600 MCG,Film,NA,45
fl,2020,1,Buprenorphine,BELBUCA,75 MCG,Film,NA,19
fl,2020,1,Buprenorphine,BELBUCA,750 MCG,Film,NA,16
fl,2020,1,Buprenorphine,BELBUCA,900 MCG,Film,NA,13
fl,2020,1,Buprenorphine,BUPRENORPHINE,10 MCG/1 HR,"Patch, Extended Release",NA,15
fl,2020,1,Buprenorphine,BUPRENORPHINE,15 MCG/1 HR,"Patch, Extended Release",NA,15
fl,2020,1,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",NA,0
fl,2020,1,Buprenorphine,BUPRENORPHINE,5 MCG/1 HR,"Patch, Extended Release",NA,14
fl,2020,1,Buprenorphine,BUPRENORPHINE,7.5 MCG/1 HR,"Patch, Extended Release",NA,0
fl,2020,1,Buprenorphine,BUTRANS,10 MCG/1 HR,"Patch, Extended Release",NA,0
fl,2020,1,Buprenorphine,BUTRANS,15 MCG/1 HR,"Patch, Extended Release",NA,0
fl,2020,1,Buprenorphine,BUTRANS,20 MCG/1 HR,"Patch, Extended Release",NA,16
fl,2020,1,Buprenorphine,BUTRANS,5 MCG/1 HR,"Patch, Extended Release",NA,0
fl,2020,1,Buprenorphine,BUTRANS,7.5 MCG/1 HR,"Patch, Extended Release",NA,0
