utilization.type,year,state,quarter,gennme,prodnme,strngth,mstfmds,suppression,totalRX
MCOU,2020,GA,1,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",F,12
FFSU,2019,GA,2,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2019,GA,1,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2019,GA,3,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",T,0
FFSU,2019,GA,4,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",T,0
MCOU,2019,GA,4,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",F,16
MCOU,2019,GA,3,Buprenorphine,BUPRENORPHINE,20 MCG/1 HR,"Patch, Extended Release",F,28
MCOU,2013,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2013,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2012,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2012,GA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2012,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2018,GA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2018,GA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2016,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2015,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2014,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2014,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2014,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2014,GA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2013,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2013,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2013,GA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2013,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2013,GA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2012,GA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2012,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2011,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2016,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2019,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2018,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2018,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2018,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2017,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2017,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2016,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,107
MCOU,2015,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2017,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2017,GA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2017,GA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2017,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2016,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2016,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2016,GA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2015,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2015,GA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2015,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2014,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2014,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2014,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2014,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2014,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,F,26
MCOU,2014,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,F,21
MCOU,2013,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2013,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2013,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2013,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2019,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2019,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2019,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2018,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2018,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2018,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2018,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2017,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2017,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2020,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2016,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2016,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2016,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2015,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2015,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2014,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2014,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2014,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2014,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2014,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,161
MCOU,2014,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,270
MCOU,2014,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,82
MCOU,2013,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2013,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,50
FFSU,2013,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2013,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,113
MCOU,2013,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,47
FFSU,2013,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,16
FFSU,2013,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,F,21
MCOU,2018,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2017,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
MCOU,2015,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Tablet,T,0
FFSU,2020,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2019,GA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,F,29
MCOU,2018,GA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,F,17
FFSU,2018,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2018,GA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2018,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,F,14
MCOU,2017,GA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2017,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2017,GA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2018,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2015,GA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
FFSU,2015,GA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,2 MG,Tablet,T,0
MCOU,2019,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2019,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2019,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2018,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2018,GA,3,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2018,GA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2018,GA,1,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2016,GA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
FFSU,2015,GA,4,Buprenorphine Hydrochloride,BUPRENORPHINE,8 MG,Tablet,T,0
MCOU,2020,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,T,0
MCOU,2019,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,T,0
MCOU,2019,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,T,0
MCOU,2019,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,T,0
MCOU,2019,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,T,0
MCOU,2019,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,T,0
FFSU,2019,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,T,0
MCOU,2019,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,T,0
MCOU,2020,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
MCOU,2019,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Tablet,T,0
FFSU,2010,GA,2,Buprenorphine Hydrochloride,BUPRENORPHINE HYDROCHLORIDE,0.3 MG/1 ML,Solution,T,0
FFSU,2010,GA,3,Buprenorphine Hydrochloride,BUPRENORPHINE HYDROCHLORIDE,0.3 MG/1 ML,Solution,T,0
MCOU,2020,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,F,15
MCOU,2019,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,F,36
MCOU,2019,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,F,25
FFSU,2019,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,T,0
MCOU,2019,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,T,0
MCOU,2019,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,F,18
FFSU,2019,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2020,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,T,0
MCOU,2020,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,F,13
MCOU,2019,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,F,23
MCOU,2019,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,T,0
FFSU,2019,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,T,0
MCOU,2019,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,F,31
FFSU,2019,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,T,0
MCOU,2019,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,4 MG-1 MG,Film,T,0
FFSU,2020,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,T,0
MCOU,2020,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,F,545
MCOU,2019,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,F,644
MCOU,2019,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,F,567
MCOU,2019,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,F,200
FFSU,2019,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,T,0
MCOU,2019,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,8 MG-2 MG,Film,F,667
MCOU,2020,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,F,40
MCOU,2019,GA,3,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,F,64
MCOU,2019,GA,4,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,F,36
MCOU,2019,GA,1,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,T,0
MCOU,2019,GA,2,Buprenorphine/Naloxone,BUPRENORPHINE-NALOXONE,12 MG-3 MG,Film,F,36
MCOU,2019,GA,2,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",T,0
MCOU,2019,GA,3,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",T,0
MCOU,2019,GA,1,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",T,0
MCOU,2019,GA,4,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",T,0
MCOU,2018,GA,4,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",T,0
MCOU,2018,GA,3,Buprenorphine,SUBLOCADE 100MG,100 MG/0.5 ML,"Solution, Extended Release",T,0
MCOU,2020,GA,1,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",T,0
MCOU,2019,GA,2,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",T,0
MCOU,2019,GA,3,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",T,0
MCOU,2018,GA,3,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",T,0
MCOU,2018,GA,4,Buprenorphine,SUBLOCADE 300MG,300 MG/1.5 ML,"Solution, Extended Release",T,0
MCOU,2015,GA,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2014,GA,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2014,GA,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2014,GA,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2014,GA,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2014,GA,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2014,GA,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2014,GA,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2014,GA,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2013,GA,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2013,GA,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2013,GA,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2013,GA,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2012,GA,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2012,GA,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2012,GA,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2012,GA,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2011,GA,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2011,GA,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2011,GA,3,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2011,GA,4,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2018,GA,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2017,GA,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2016,GA,2,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
MCOU,2016,GA,1,Buprenorphine Hydrochloride,BUPRENEX,0.3 MG/1 ML,Solution,T,0
FFSU,2018,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2020,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,75
MCOU,2019,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2019,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,62
MCOU,2019,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,14
FFSU,2019,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,74
FFSU,2019,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,81
FFSU,2019,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,75
FFSU,2018,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,47
MCOU,2018,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,14
FFSU,2018,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,30
MCOU,2018,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
MCOU,2018,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2018,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,45
MCOU,2018,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,21
FFSU,2018,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,38
FFSU,2017,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,47
FFSU,2017,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,36
MCOU,2017,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,29
MCOU,2017,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,21
FFSU,2017,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,36
FFSU,2017,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,31
MCOU,2017,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,21
MCOU,2017,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,28
FFSU,2016,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,33
MCOU,2016,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2016,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,37
MCOU,2016,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,12
MCOU,2016,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,38
MCOU,2016,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,38
FFSU,2016,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,32
FFSU,2016,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,23
MCOU,2015,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
FFSU,2015,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,31
FFSU,2015,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,28
FFSU,2015,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,24
MCOU,2015,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,32
FFSU,2015,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,31
MCOU,2015,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,32
MCOU,2015,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,21
MCOU,2014,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,33
MCOU,2014,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,49
FFSU,2014,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,32
FFSU,2014,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,28
MCOU,2014,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,56
MCOU,2014,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,56
FFSU,2014,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,28
FFSU,2014,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,17
MCOU,2013,GA,1,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,55
FFSU,2013,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,T,0
MCOU,2013,GA,2,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,68
MCOU,2013,GA,4,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,45
FFSU,2013,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,21
MCOU,2013,GA,3,Buprenorphine/Naloxone,SUBOXONE,2 MG-0.5 MG,Film,F,77
